,BioProject,Library Name,tissue,Run,Assay Type,AvgSpotLen,Bases,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,BioProject,Library Name,tissue,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,BioSampleModel,Cultivar,dev_stage,isolate,Age,Ecotype,replicate,treatment,phenotype,Biomaterial_provider,disease_stage,disease,Collection_date,isolation_source,sample_type,Genotype,GEO_Accession (exp),source_name,sub_species,strain,time_cultured,tissue_type,symbiont,growth_protocol,AssemblyName,sample_name,is_reference,specific_host,collected_by,Host,biological_repeats,Developmental_stage,temp,variety,quality_book_char (run),library_selection (exp)
,PRJNA360316,RIL46_4,not applicable,SRR5151375,RNA-Seq,91,647280452,SAMN06209015,514917795,UNIVERSITY OF GEORGIA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2469460,Illumina HiSeq 1500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2017-08-02T00:00:00Z,46_4_yes inoculation_3-D post infection_replicate1,SRP096193,PRJNA360316,RIL46_4,not applicable,uncalculated,uncalculated,missing,Plant,not applicable,15 d,not applicable,,not applicable,biological replicate 34,,,,3-D post infection,yes inoculation,,,,,,,,,,,,,,,,,,,,,,,,
,PRJNA360316,RIL48_4,not applicable,SRR5151383,RNA-Seq,101,2036944265,SAMN06209030,1619750137,UNIVERSITY OF GEORGIA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2469468,Illumina HiSeq 1500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2017-08-02T00:00:00Z,48_4_yes inoculation_3-D post infection_replicate1,SRP096193,PRJNA360316,RIL48_4,not applicable,uncalculated,uncalculated,missing,Plant,not applicable,15 d,not applicable,,not applicable,biological replicate 49,,,,3-D post infection,yes inoculation,,,,,,,,,,,,,,,,,,,,,,,,
,PRJNA360316,TG_10,not applicable,SRR5151385,RNA-Seq,91,1815869328,SAMN06208991,1482346078,UNIVERSITY OF GEORGIA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2469470,Illumina HiSeq 1500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2017-08-02T00:00:00Z,Tifguard_10_yes inoculation_7-D post infection_replicate1,SRP096193,PRJNA360316,TG_10,not applicable,uncalculated,uncalculated,missing,Plant,Tifguard,15 d,not applicable,,not applicable,biological replicate 10,,,,7-D post infection,yes inoculation,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRJNA354154: The goal of this study was to discover genes related to peanut symbiosis representative of 'crack entry' species.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PRJNA354154,E5_rhizobia_bio2,Root,SRR5043458,RNA-Seq,293,3478992247,SAMN06041714,1807096053,UNIVERSITY OF FLORIDA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2366517,NextSeq 500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2017-03-31T00:00:00Z,E5_rhizobia_bio2,SRP093688,PRJNA354154,E5_rhizobia_bio2,Root,USA,North America,USA,Plant,E5 sample5,Seedling,,,,,,,,,,,,,E5 sample5,,,,,,,,,,,,,,,,,,,,
,PRJNA354154,PI262090_water_bio3,Root,SRR5043459,RNA-Seq,292,3383722731,SAMN06041694,1773707208,UNIVERSITY OF FLORIDA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2366518,NextSeq 500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2017-03-31T00:00:00Z,PI262090_water_bio3,SRP093688,PRJNA354154,PI262090_water_bio3,Root,USA,North America,USA,Plant,PI262090 sample3,Seedling,,,,,,,,,,,,,PI262090 sample3,,,,,,,,,,,,,,,,,,,,
,PRJNA354154,F487A_water_bio3,Root,SRR5043460,RNA-Seq,294,3199942374,SAMN06041700,1671055893,UNIVERSITY OF FLORIDA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2366519,NextSeq 500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2017-03-31T00:00:00Z,F487A_water_bio3,SRP093688,PRJNA354154,F487A_water_bio3,Root,USA,North America,USA,Plant,F487A sample3,Seedling,,,,,,,,,,,,,F487A sample3,,,,,,,,,,,,,,,,,,,,
,PRJNA354154,E6_water_bio2,Root,SRR5043461,RNA-Seq,292,3567371808,SAMN06041717,1861674730,UNIVERSITY OF FLORIDA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2366520,NextSeq 500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2017-03-31T00:00:00Z,E6_water_bio2,SRP093688,PRJNA354154,E6_water_bio2,Root,USA,North America,USA,Plant,E6 sample2,Seedling,,,,,,,,,,,,,E6 sample2,,,,,,,,,,,,,,,,,,,,
,PRJNA354154,E7_rhizobia_bio1,Root,SRR5043462,RNA-Seq,292,3822099533,SAMN06041725,1981985369,UNIVERSITY OF FLORIDA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2366521,NextSeq 500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2017-03-31T00:00:00Z,E7_rhizobia_bio1,SRP093688,PRJNA354154,E7_rhizobia_bio1,Root,USA,North America,USA,Plant,E7 sample4,Seedling,,,,,,,,,,,,,E7 sample4,,,,,,,,,,,,,,,,,,,,
,PRJNA354154,E4_rhizobia_bio1,Root,SRR5043463,RNA-Seq,291,3453981552,SAMN06041707,1804098226,UNIVERSITY OF FLORIDA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2366522,NextSeq 500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2017-03-31T00:00:00Z,E4_rhizobia_bio1,SRP093688,PRJNA354154,E4_rhizobia_bio1,Root,USA,North America,USA,Plant,E4 sample4,Seedling,,,,,,,,,,,,,E4 sample4,,,,,,,,,,,,,,,,,,,,
,PRJNA354154,E7_water_bio2,Root,SRR5043464,RNA-Seq,284,3486869645,SAMN06041723,1836467499,UNIVERSITY OF FLORIDA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2366523,NextSeq 500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2017-03-31T00:00:00Z,E7_water_bio2,SRP093688,PRJNA354154,E7_water_bio2,Root,USA,North America,USA,Plant,E7 sample2,Seedling,,,,,,,,,,,,,E7 sample2,,,,,,,,,,,,,,,,,,,,
,PRJNA354154,E4_rhizobia_bio2,Root,SRR5043465,RNA-Seq,291,2848313560,SAMN06041708,1514966398,UNIVERSITY OF FLORIDA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2366524,NextSeq 500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2017-03-31T00:00:00Z,E4_rhizobia_bio2,SRP093688,PRJNA354154,E4_rhizobia_bio2,Root,USA,North America,USA,Plant,E4 sample5,Seedling,,,,,,,,,,,,,E4 sample5,,,,,,,,,,,,,,,,,,,,
,PRJNA354154,E7_water_bio3,Root,SRR5043466,RNA-Seq,292,3504673907,SAMN06041724,1820116413,UNIVERSITY OF FLORIDA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2366525,NextSeq 500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2017-03-31T00:00:00Z,E7_water_bio3,SRP093688,PRJNA354154,E7_water_bio3,Root,USA,North America,USA,Plant,E7 sample3,Seedling,,,,,,,,,,,,,E7 sample3,,,,,,,,,,,,,,,,,,,,
,PRJNA354154,E4_water_bio3,Root,SRR5043467,RNA-Seq,288,2644873781,SAMN06041706,1386475756,UNIVERSITY OF FLORIDA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2366526,NextSeq 500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2017-03-31T00:00:00Z,E4_water_bio3,SRP093688,PRJNA354154,E4_water_bio3,Root,USA,North America,USA,Plant,E4 sample3,Seedling,,,,,,,,,,,,,E4 sample3,,,,,,,,,,,,,,,,,,,,
,PRJNA354154,E7_water_bio1,Root,SRR5043468,RNA-Seq,294,2767478716,SAMN06041722,1450337935,UNIVERSITY OF FLORIDA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2366527,NextSeq 500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2017-03-31T00:00:00Z,E7_water_bio1,SRP093688,PRJNA354154,E7_water_bio1,Root,USA,North America,USA,Plant,E7 sample1,Seedling,,,,,,,,,,,,,E7 sample1,,,,,,,,,,,,,,,,,,,,
,PRJNA354154,E6_water_bio3,Root,SRR5043469,RNA-Seq,288,3195662423,SAMN06041718,1659674160,UNIVERSITY OF FLORIDA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2366528,NextSeq 500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2017-03-31T00:00:00Z,E6_water_bio3,SRP093688,PRJNA354154,E6_water_bio3,Root,USA,North America,USA,Plant,E6 sample3,Seedling,,,,,,,,,,,,,E6 sample3,,,,,,,,,,,,,,,,,,,,
,PRJNA354154,E5_water_bio1,Root,SRR5043470,RNA-Seq,291,3484423968,SAMN06041710,1809271466,UNIVERSITY OF FLORIDA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2366529,NextSeq 500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2017-03-31T00:00:00Z,E5_water_bio1,SRP093688,PRJNA354154,E5_water_bio1,Root,USA,North America,USA,Plant,E5 sample1,Seedling,,,,,,,,,,,,,E5 sample1,,,,,,,,,,,,,,,,,,,,
,PRJNA354154,PI262090_rhizobia_bio3,Root,SRR5043471,RNA-Seq,292,2758146813,SAMN06041697,1449250161,UNIVERSITY OF FLORIDA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2366530,NextSeq 500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2017-03-31T00:00:00Z,PI262090_rhizobia_bio3,SRP093688,PRJNA354154,PI262090_rhizobia_bio3,Root,USA,North America,USA,Plant,PI262090 sample6,Seedling,,,,,,,,,,,,,PI262090 sample6,,,,,,,,,,,,,,,,,,,,
,PRJNA354154,E4_water_bio2,Root,SRR5043472,RNA-Seq,294,3055902747,SAMN06041705,1587474367,UNIVERSITY OF FLORIDA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2366531,NextSeq 500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2017-03-31T00:00:00Z,E4_water_bio2,SRP093688,PRJNA354154,E4_water_bio2,Root,USA,North America,USA,Plant,E4 sample2,Seedling,,,,,,,,,,,,,E4 sample2,,,,,,,,,,,,,,,,,,,,
,PRJNA354154,F487A_rhizobia_bio2,Root,SRR5043473,RNA-Seq,296,2256326464,SAMN06041702,1197933777,UNIVERSITY OF FLORIDA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2366532,NextSeq 500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2017-03-31T00:00:00Z,F487A_rhizobia_bio2,SRP093688,PRJNA354154,F487A_rhizobia_bio2,Root,USA,North America,USA,Plant,F487A sample5,Seedling,,,,,,,,,,,,,F487A sample5,,,,,,,,,,,,,,,,,,,,
,PRJNA354154,E5_water_bio3,Root,SRR5043474,RNA-Seq,290,3215704873,SAMN06041712,1690674427,UNIVERSITY OF FLORIDA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2366533,NextSeq 500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2017-03-31T00:00:00Z,E5_water_bio3,SRP093688,PRJNA354154,E5_water_bio3,Root,USA,North America,USA,Plant,E5 sample3,Seedling,,,,,,,,,,,,,E5 sample3,,,,,,,,,,,,,,,,,,,,
,PRJNA354154,F487A_rhizobia_bio1,Root,SRR5043475,RNA-Seq,292,3276063316,SAMN06041701,1714112599,UNIVERSITY OF FLORIDA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2366534,NextSeq 500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2017-03-31T00:00:00Z,F487A_rhizobia_bio1,SRP093688,PRJNA354154,F487A_rhizobia_bio1,Root,USA,North America,USA,Plant,F487A sample4,Seedling,,,,,,,,,,,,,F487A sample4,,,,,,,,,,,,,,,,,,,,
,PRJNA354154,E6_water_bio1,Root,SRR5043476,RNA-Seq,292,3057817715,SAMN06041716,1621314631,UNIVERSITY OF FLORIDA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2366535,NextSeq 500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2017-03-31T00:00:00Z,E6_water_bio1,SRP093688,PRJNA354154,E6_water_bio1,Root,USA,North America,USA,Plant,E6 sample1,Seedling,,,,,,,,,,,,,E6 sample1,,,,,,,,,,,,,,,,,,,,
,PRJNA354154,E7_rhizobia_bio3,Root,SRR5043477,RNA-Seq,288,2851169356,SAMN06041727,1515494901,UNIVERSITY OF FLORIDA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2366536,NextSeq 500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2017-03-31T00:00:00Z,E7_rhizobia_bio3,SRP093688,PRJNA354154,E7_rhizobia_bio3,Root,USA,North America,USA,Plant,E7 sample6,Seedling,,,,,,,,,,,,,E7 sample6,,,,,,,,,,,,,,,,,,,,
,PRJNA354154,F487A_water_bio2,Root,SRR5043478,RNA-Seq,292,3365819936,SAMN06041699,1752515514,UNIVERSITY OF FLORIDA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2366537,NextSeq 500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2017-03-31T00:00:00Z,F487A_water_bio2,SRP093688,PRJNA354154,F487A_water_bio2,Root,USA,North America,USA,Plant,F487A sample2,Seedling,,,,,,,,,,,,,F487A sample2,,,,,,,,,,,,,,,,,,,,
,PRJNA354154,F487A_rhizobia_bio3,Root,SRR5043479,RNA-Seq,294,3019181852,SAMN06041703,1579260305,UNIVERSITY OF FLORIDA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2366538,NextSeq 500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2017-03-31T00:00:00Z,F487A_rhizobia_bio3,SRP093688,PRJNA354154,F487A_rhizobia_bio3,Root,USA,North America,USA,Plant,F487A sample6,Seedling,,,,,,,,,,,,,F487A sample6,,,,,,,,,,,,,,,,,,,,
,PRJNA354154,F487A_water_bio1,Root,SRR5043480,RNA-Seq,289,3782091298,SAMN06041698,1971582422,UNIVERSITY OF FLORIDA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2366539,NextSeq 500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2017-03-31T00:00:00Z,F487A_water_bio1,SRP093688,PRJNA354154,F487A_water_bio1,Root,USA,North America,USA,Plant,F487A sample1,Seedling,,,,,,,,,,,,,F487A sample1,,,,,,,,,,,,,,,,,,,,
,PRJNA354154,PI262090_rhizobia_bio2,Root,SRR5043481,RNA-Seq,286,3099746118,SAMN06041696,1654497770,UNIVERSITY OF FLORIDA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2366540,NextSeq 500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2017-03-31T00:00:00Z,PI262090_rhizobia_bio2,SRP093688,PRJNA354154,PI262090_rhizobia_bio2,Root,USA,North America,USA,Plant,PI262090 sample5,Seedling,,,,,,,,,,,,,PI262090 sample5,,,,,,,,,,,,,,,,,,,,
,PRJNA354154,PI262090_water_bio2,Root,SRR5043482,RNA-Seq,295,3588549559,SAMN06041693,1863794225,UNIVERSITY OF FLORIDA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2366541,NextSeq 500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2017-03-31T00:00:00Z,PI262090_water_bio2,SRP093688,PRJNA354154,PI262090_water_bio2,Root,USA,North America,USA,Plant,PI262090 sample2,Seedling,,,,,,,,,,,,,PI262090 sample2,,,,,,,,,,,,,,,,,,,,
,PRJNA354154,E4_water_bio1,Root,SRR5043483,RNA-Seq,297,3435828451,SAMN06041704,1789100279,UNIVERSITY OF FLORIDA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2366542,NextSeq 500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2017-03-31T00:00:00Z,E4_water_bio1,SRP093688,PRJNA354154,E4_water_bio1,Root,USA,North America,USA,Plant,E4 sample1,Seedling,,,,,,,,,,,,,E4 sample1,,,,,,,,,,,,,,,,,,,,
,PRJNA354154,E5_rhizobia_bio3,Root,SRR5043484,RNA-Seq,293,3065194601,SAMN06041715,1605507398,UNIVERSITY OF FLORIDA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2366543,NextSeq 500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2017-03-31T00:00:00Z,E5_rhizobia_bio3,SRP093688,PRJNA354154,E5_rhizobia_bio3,Root,USA,North America,USA,Plant,E5 sample6,Seedling,,,,,,,,,,,,,E5 sample6,,,,,,,,,,,,,,,,,,,,
,PRJNA354154,PI262090_water_bio1,Root,SRR5043485,RNA-Seq,287,2852858042,SAMN06041692,1482473880,UNIVERSITY OF FLORIDA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2366544,NextSeq 500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2017-03-31T00:00:00Z,PI262090_water_bio1,SRP093688,PRJNA354154,PI262090_water_bio1,Root,USA,North America,USA,Plant,PI262090 sample1,Seedling,,,,,,,,,,,,,PI262090 sample1,,,,,,,,,,,,,,,,,,,,
,PRJNA354154,E6_rhizobia_bio2,Root,SRR5043486,RNA-Seq,295,3227561678,SAMN06041720,1690642195,UNIVERSITY OF FLORIDA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2366545,NextSeq 500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2017-03-31T00:00:00Z,E6_rhizobia_bio2,SRP093688,PRJNA354154,E6_rhizobia_bio2,Root,USA,North America,USA,Plant,E6 sample5,Seedling,,,,,,,,,,,,,E6 sample5,,,,,,,,,,,,,,,,,,,,
,PRJNA354154,E6_rhizobia_bio3,Root,SRR5043487,RNA-Seq,286,2661481131,SAMN06041721,1398495186,UNIVERSITY OF FLORIDA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2366546,NextSeq 500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2017-03-31T00:00:00Z,E6_rhizobia_bio3,SRP093688,PRJNA354154,E6_rhizobia_bio3,Root,USA,North America,USA,Plant,E6 sample6,Seedling,,,,,,,,,,,,,E6 sample6,,,,,,,,,,,,,,,,,,,,
,PRJNA354154,E6_rhizobia_bio1,Root,SRR5043488,RNA-Seq,290,4005012019,SAMN06041719,2074624201,UNIVERSITY OF FLORIDA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2366547,NextSeq 500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2017-03-31T00:00:00Z,E6_rhizobia_bio1,SRP093688,PRJNA354154,E6_rhizobia_bio1,Root,USA,North America,USA,Plant,E6 sample4,Seedling,,,,,,,,,,,,,E6 sample4,,,,,,,,,,,,,,,,,,,,
,PRJNA354154,PI262090_rhizobia_bio1,Root,SRR5043489,RNA-Seq,286,3419916965,SAMN06041695,1790964953,UNIVERSITY OF FLORIDA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2366548,NextSeq 500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2017-03-31T00:00:00Z,PI262090_rhizobia_bio1,SRP093688,PRJNA354154,PI262090_rhizobia_bio1,Root,USA,North America,USA,Plant,PI262090 sample4,Seedling,,,,,,,,,,,,,PI262090 sample4,,,,,,,,,,,,,,,,,,,,
,PRJNA354154,E5_rhizobia_bio1,Root,SRR5043490,RNA-Seq,292,4693602345,SAMN06041713,2440850828,UNIVERSITY OF FLORIDA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2366549,NextSeq 500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2017-03-31T00:00:00Z,E5_rhizobia_bio1,SRP093688,PRJNA354154,E5_rhizobia_bio1,Root,USA,North America,USA,Plant,E5 sample4,Seedling,,,,,,,,,,,,,E5 sample4,,,,,,,,,,,,,,,,,,,,
,PRJNA354154,E5_water_bio2,Root,SRR5043491,RNA-Seq,291,3592508066,SAMN06041711,1886264343,UNIVERSITY OF FLORIDA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2366550,NextSeq 500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2017-03-31T00:00:00Z,E5_water_bio2,SRP093688,PRJNA354154,E5_water_bio2,Root,USA,North America,USA,Plant,E5 sample2,Seedling,,,,,,,,,,,,,E5 sample2,,,,,,,,,,,,,,,,,,,,
,PRJNA354154,E7_rhizobia_bio2,Root,SRR5043492,RNA-Seq,291,3584363035,SAMN06041726,1872411586,UNIVERSITY OF FLORIDA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2366551,NextSeq 500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2017-03-31T00:00:00Z,E7_rhizobia_bio2,SRP093688,PRJNA354154,E7_rhizobia_bio2,Root,USA,North America,USA,Plant,E7 sample5,Seedling,,,,,,,,,,,,,E7 sample5,,,,,,,,,,,,,,,,,,,,
,PRJNA354154,E4_rhizobia_bio3,Root,SRR5043493,RNA-Seq,291,2860742132,SAMN06041709,1495576891,UNIVERSITY OF FLORIDA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2366552,NextSeq 500,PAIRED,RT-PCR,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2017-03-31T00:00:00Z,E4_rhizobia_bio3,SRP093688,PRJNA354154,E4_rhizobia_bio3,Root,USA,North America,USA,Plant,E4 sample6,Seedling,,,,,,,,,,,,,E4 sample6,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRJNA312741: RNA-seq for leaves by salinity stress treatment (Single End),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PRJNA312741,,leaves,SRR3210665,RNA-Seq,50,5741376550,SAMN04531895,3825542382,QINGDAO AGRICULTURAL UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1613547,Illumina HiSeq 2000,SINGLE,RANDOM,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2016-03-19T00:00:00Z,peanut salinity resistant mutan,SRP071154,PRJNA312741,,leaves,China,Asia,China: Qindao,Plant,,one month seedling,Qingdao Agricultural university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PRJNA312741,,leaves,SRR3210666,RNA-Seq,50,6478517100,SAMN04531895,4577174563,QINGDAO AGRICULTURAL UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1613547,Illumina HiSeq 2000,SINGLE,RANDOM,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2016-03-19T00:00:00Z,peanut salinity resistant mutan,SRP071154,PRJNA312741,,leaves,China,Asia,China: Qindao,Plant,,one month seedling,Qingdao Agricultural university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PRJNA312741,,leaves,SRR3210688,RNA-Seq,50,6102748600,SAMN04531895,4094509400,QINGDAO AGRICULTURAL UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1613547,Illumina HiSeq 2000,SINGLE,RANDOM,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2016-03-20T00:00:00Z,peanut salinity resistant mutan,SRP071154,PRJNA312741,,leaves,China,Asia,China: Qindao,Plant,,one month seedling,Qingdao Agricultural university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PRJNA312741,,leaves,SRR3204213,RNA-Seq,50,5955080050,SAMN04531895,3968210321,QINGDAO AGRICULTURAL UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1613547,Illumina HiSeq 2000,SINGLE,RANDOM,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2016-03-09T00:00:00Z,peanut salinity resistant mutan,SRP071154,PRJNA312741,,leaves,China,Asia,China: Qindao,Plant,,one month seedling,Qingdao Agricultural university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PRJNA312741,,leaves,SRR3204348,RNA-Seq,50,6073001700,SAMN04531895,4282058443,QINGDAO AGRICULTURAL UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1613547,Illumina HiSeq 2000,SINGLE,RANDOM,TRANSCRIPTOMIC,Arachis hypogaea,ILLUMINA,2016-03-10T00:00:00Z,peanut salinity resistant mutan,SRP071154,PRJNA312741,,leaves,China,Asia,China: Qindao,Plant,,one month seedling,Qingdao Agricultural university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
